final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_et_accuracy,final_eval_eu_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_id_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_kk_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_mr_accuracy,final_eval_nl_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_ta_accuracy,final_eval_te_accuracy,final_eval_th_accuracy,final_eval_tl_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
87.69 \scriptsize $\pm$ 0.30,63.65 \scriptsize $\pm$ 0.75,87.09 \scriptsize $\pm$ 0.39,87.60 \scriptsize $\pm$ 0.42,83.80 \scriptsize $\pm$ 0.68,88.40 \scriptsize $\pm$ 0.23,84.40 \scriptsize $\pm$ 0.36,69.96 \scriptsize $\pm$ 0.48,74.26 \scriptsize $\pm$ 0.28,82.93 \scriptsize $\pm$ 0.41,84.16 \scriptsize $\pm$ 1.13,78.00 \scriptsize $\pm$ 1.36,70.10 \scriptsize $\pm$ 2.08,82.98 \scriptsize $\pm$ 0.34,85.10 \scriptsize $\pm$ 0.62,90.65 \scriptsize $\pm$ 0.27,48.01 \scriptsize $\pm$ 1.27,77.07 \scriptsize $\pm$ 1.58,63.24 \scriptsize $\pm$ 0.26,82.73 \scriptsize $\pm$ 0.30,73.16 \scriptsize $\pm$ 1.47,90.01 \scriptsize $\pm$ 0.32,83.49 \scriptsize $\pm$ 0.93,90.15 \scriptsize $\pm$ 0.08,80.40 \scriptsize $\pm$ 0.80,87.93 \scriptsize $\pm$ 0.43,72.74 \scriptsize $\pm$ 0.44,80.89 \scriptsize $\pm$ 0.93,48.45 \scriptsize $\pm$ 2.60,66.66 \scriptsize $\pm$ 0.64,74.90 \scriptsize $\pm$ 0.68,83.53 \scriptsize $\pm$ 0.60,63.36 \scriptsize $\pm$ 2.95,63.76 \scriptsize $\pm$ 0.30,68.51 \scriptsize $\pm$ 0.79,25.08 \scriptsize $\pm$ 2.42,29.93 \scriptsize $\pm$ 1.77,16.20 \scriptsize $\pm$ 0.69,36.24 \scriptsize $\pm$ 2.34,30.11 \scriptsize $\pm$ 5.55,30.21 \scriptsize $\pm$ 2.44,30.74 \scriptsize $\pm$ 2.68,29.80 \scriptsize $\pm$ 2.03,30.30 \scriptsize $\pm$ 2.40,32.99 \scriptsize $\pm$ 2.20,33.94 \scriptsize $\pm$ 2.68,54.67 \scriptsize $\pm$ 1.29,27.05 \scriptsize $\pm$ 1.26,20.59 \scriptsize $\pm$ 1.43,26.94 \scriptsize $\pm$ 2.93,38.46 \scriptsize $\pm$ 1.99,35.66 \scriptsize $\pm$ 2.52,33.93 \scriptsize $\pm$ 2.32,96.16 \scriptsize $\pm$ 0.01,62.20 \scriptsize $\pm$ 0.78,baseline,xtreme_r.udpos,"[42, 66, 17, 23]","[62.86760932818376, 61.19128897435906, 61.98276433503877, 62.75658731520085]",0.0008254890775230934,0.003862537665830423,0.0025174056788907066
89.05 \scriptsize $\pm$ 0.48,65.74 \scriptsize $\pm$ 1.04,88.94 \scriptsize $\pm$ 0.14,88.58 \scriptsize $\pm$ 0.32,86.51 \scriptsize $\pm$ 0.83,88.02 \scriptsize $\pm$ 0.09,82.37 \scriptsize $\pm$ 0.59,70.19 \scriptsize $\pm$ 0.54,74.67 \scriptsize $\pm$ 0.50,80.70 \scriptsize $\pm$ 0.51,85.78 \scriptsize $\pm$ 0.28,80.35 \scriptsize $\pm$ 0.95,68.34 \scriptsize $\pm$ 2.19,82.48 \scriptsize $\pm$ 0.08,84.73 \scriptsize $\pm$ 0.44,89.58 \scriptsize $\pm$ 0.34,48.39 \scriptsize $\pm$ 0.83,77.06 \scriptsize $\pm$ 0.44,63.82 \scriptsize $\pm$ 0.55,80.19 \scriptsize $\pm$ 0.37,72.50 \scriptsize $\pm$ 2.66,90.05 \scriptsize $\pm$ 0.25,84.06 \scriptsize $\pm$ 0.30,89.40 \scriptsize $\pm$ 0.15,82.06 \scriptsize $\pm$ 0.27,89.19 \scriptsize $\pm$ 0.35,72.89 \scriptsize $\pm$ 0.51,78.95 \scriptsize $\pm$ 0.96,49.71 \scriptsize $\pm$ 0.50,63.37 \scriptsize $\pm$ 1.85,73.46 \scriptsize $\pm$ 0.39,85.90 \scriptsize $\pm$ 0.17,63.11 \scriptsize $\pm$ 1.20,61.60 \scriptsize $\pm$ 0.67,70.51 \scriptsize $\pm$ 1.49,31.17 \scriptsize $\pm$ 2.76,32.81 \scriptsize $\pm$ 1.23,18.91 \scriptsize $\pm$ 0.55,34.42 \scriptsize $\pm$ 2.52,30.61 \scriptsize $\pm$ 1.13,28.58 \scriptsize $\pm$ 3.45,30.31 \scriptsize $\pm$ 3.36,28.36 \scriptsize $\pm$ 0.70,32.97 \scriptsize $\pm$ 1.10,31.28 \scriptsize $\pm$ 3.66,31.71 \scriptsize $\pm$ 3.55,52.44 \scriptsize $\pm$ 0.63,26.90 \scriptsize $\pm$ 1.77,26.40 \scriptsize $\pm$ 1.40,30.22 \scriptsize $\pm$ 2.40,37.63 \scriptsize $\pm$ 2.90,34.64 \scriptsize $\pm$ 1.55,32.25 \scriptsize $\pm$ 2.33,96.03 \scriptsize $\pm$ 0.04,62.40 \scriptsize $\pm$ 0.49,least_family_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[62.62484125070145, 62.978068437624, 61.89347381471426, 62.12268708421362]",0.001271376744953817,0.003176908318162191,0.0008786418128171082
89.16 \scriptsize $\pm$ 0.72,66.13 \scriptsize $\pm$ 0.18,88.85 \scriptsize $\pm$ 0.34,88.40 \scriptsize $\pm$ 0.37,85.24 \scriptsize $\pm$ 0.84,88.15 \scriptsize $\pm$ 0.35,82.54 \scriptsize $\pm$ 0.37,71.29 \scriptsize $\pm$ 0.55,73.91 \scriptsize $\pm$ 0.41,81.50 \scriptsize $\pm$ 0.34,85.89 \scriptsize $\pm$ 0.56,80.11 \scriptsize $\pm$ 0.71,69.82 \scriptsize $\pm$ 0.91,82.01 \scriptsize $\pm$ 0.47,85.13 \scriptsize $\pm$ 0.30,89.29 \scriptsize $\pm$ 0.20,50.11 \scriptsize $\pm$ 0.41,78.28 \scriptsize $\pm$ 0.60,63.78 \scriptsize $\pm$ 0.34,82.28 \scriptsize $\pm$ 0.54,76.91 \scriptsize $\pm$ 1.60,89.92 \scriptsize $\pm$ 0.30,83.96 \scriptsize $\pm$ 0.58,89.33 \scriptsize $\pm$ 0.53,81.68 \scriptsize $\pm$ 0.11,88.83 \scriptsize $\pm$ 0.24,71.35 \scriptsize $\pm$ 1.54,78.81 \scriptsize $\pm$ 0.47,50.25 \scriptsize $\pm$ 1.57,63.34 \scriptsize $\pm$ 0.40,74.80 \scriptsize $\pm$ 0.30,85.43 \scriptsize $\pm$ 0.39,63.66 \scriptsize $\pm$ 0.39,62.06 \scriptsize $\pm$ 0.25,70.44 \scriptsize $\pm$ 0.67,34.88 \scriptsize $\pm$ 3.54,35.86 \scriptsize $\pm$ 2.17,23.67 \scriptsize $\pm$ 3.20,36.97 \scriptsize $\pm$ 2.42,34.04 \scriptsize $\pm$ 3.90,31.90 \scriptsize $\pm$ 2.00,34.98 \scriptsize $\pm$ 2.36,30.57 \scriptsize $\pm$ 1.26,35.29 \scriptsize $\pm$ 1.55,34.50 \scriptsize $\pm$ 3.96,36.28 \scriptsize $\pm$ 2.78,53.29 \scriptsize $\pm$ 0.95,29.43 \scriptsize $\pm$ 2.71,28.27 \scriptsize $\pm$ 1.30,31.66 \scriptsize $\pm$ 1.29,40.64 \scriptsize $\pm$ 3.38,36.85 \scriptsize $\pm$ 1.96,36.36 \scriptsize $\pm$ 3.00,95.99 \scriptsize $\pm$ 0.02,63.59 \scriptsize $\pm$ 0.87,least_family_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[62.550554422070306, 63.21383863949653, 64.401449531984, 64.21009696961713]",0.002289036662106794,0.049176036322124514,0.021042182000492765
88.71 \scriptsize $\pm$ 0.29,64.95 \scriptsize $\pm$ 0.51,88.27 \scriptsize $\pm$ 0.26,88.92 \scriptsize $\pm$ 0.30,86.84 \scriptsize $\pm$ 0.62,88.24 \scriptsize $\pm$ 0.16,80.87 \scriptsize $\pm$ 0.30,68.71 \scriptsize $\pm$ 0.73,74.29 \scriptsize $\pm$ 1.01,80.05 \scriptsize $\pm$ 0.37,85.21 \scriptsize $\pm$ 0.21,80.04 \scriptsize $\pm$ 0.74,69.34 \scriptsize $\pm$ 2.95,82.80 \scriptsize $\pm$ 0.23,84.46 \scriptsize $\pm$ 0.28,89.91 \scriptsize $\pm$ 0.16,48.82 \scriptsize $\pm$ 1.73,76.78 \scriptsize $\pm$ 0.70,63.61 \scriptsize $\pm$ 0.38,80.20 \scriptsize $\pm$ 0.44,72.28 \scriptsize $\pm$ 3.01,89.92 \scriptsize $\pm$ 0.23,84.04 \scriptsize $\pm$ 0.24,89.41 \scriptsize $\pm$ 0.09,80.50 \scriptsize $\pm$ 0.46,89.12 \scriptsize $\pm$ 0.12,72.40 \scriptsize $\pm$ 0.39,79.65 \scriptsize $\pm$ 1.80,48.16 \scriptsize $\pm$ 2.10,60.87 \scriptsize $\pm$ 1.35,73.27 \scriptsize $\pm$ 0.69,85.68 \scriptsize $\pm$ 0.24,63.07 \scriptsize $\pm$ 2.13,61.39 \scriptsize $\pm$ 0.70,69.74 \scriptsize $\pm$ 0.68,28.13 \scriptsize $\pm$ 0.39,32.47 \scriptsize $\pm$ 1.59,18.90 \scriptsize $\pm$ 1.27,33.61 \scriptsize $\pm$ 1.21,31.89 \scriptsize $\pm$ 3.66,27.94 \scriptsize $\pm$ 1.14,29.65 \scriptsize $\pm$ 1.09,28.15 \scriptsize $\pm$ 1.24,32.49 \scriptsize $\pm$ 0.89,27.71 \scriptsize $\pm$ 1.61,30.17 \scriptsize $\pm$ 1.29,52.12 \scriptsize $\pm$ 0.76,27.31 \scriptsize $\pm$ 0.80,26.18 \scriptsize $\pm$ 2.20,28.33 \scriptsize $\pm$ 0.94,36.23 \scriptsize $\pm$ 0.54,33.48 \scriptsize $\pm$ 2.24,31.07 \scriptsize $\pm$ 0.75,95.98 \scriptsize $\pm$ 0.06,61.89 \scriptsize $\pm$ 0.48,least_family_en_5,xtreme_r.udpos,"[42, 66, 17, 23]","[62.06937878587445, 61.22299028554234, 61.94023780530495, 62.346121255881826]",6.449765288609121e-05,0.0008315949336475165,0.0006187922448019716
88.22 \scriptsize $\pm$ 0.51,65.30 \scriptsize $\pm$ 0.41,88.57 \scriptsize $\pm$ 0.45,88.39 \scriptsize $\pm$ 0.38,86.15 \scriptsize $\pm$ 0.84,88.19 \scriptsize $\pm$ 0.33,83.67 \scriptsize $\pm$ 0.47,70.03 \scriptsize $\pm$ 0.61,74.59 \scriptsize $\pm$ 0.32,82.64 \scriptsize $\pm$ 0.16,85.60 \scriptsize $\pm$ 0.44,80.15 \scriptsize $\pm$ 0.83,70.84 \scriptsize $\pm$ 1.51,81.84 \scriptsize $\pm$ 0.47,84.76 \scriptsize $\pm$ 0.23,89.42 \scriptsize $\pm$ 0.44,49.09 \scriptsize $\pm$ 0.48,77.01 \scriptsize $\pm$ 0.57,64.31 \scriptsize $\pm$ 0.27,80.21 \scriptsize $\pm$ 0.32,74.63 \scriptsize $\pm$ 1.32,90.02 \scriptsize $\pm$ 0.09,83.43 \scriptsize $\pm$ 0.36,89.31 \scriptsize $\pm$ 0.09,81.50 \scriptsize $\pm$ 0.27,89.09 \scriptsize $\pm$ 0.24,73.06 \scriptsize $\pm$ 1.31,79.13 \scriptsize $\pm$ 1.35,48.77 \scriptsize $\pm$ 4.85,61.36 \scriptsize $\pm$ 1.22,73.62 \scriptsize $\pm$ 0.73,85.54 \scriptsize $\pm$ 0.04,64.63 \scriptsize $\pm$ 1.67,61.54 \scriptsize $\pm$ 0.58,70.36 \scriptsize $\pm$ 0.19,32.62 \scriptsize $\pm$ 2.73,31.69 \scriptsize $\pm$ 1.14,18.53 \scriptsize $\pm$ 2.21,37.75 \scriptsize $\pm$ 1.10,31.18 \scriptsize $\pm$ 2.55,30.64 \scriptsize $\pm$ 1.25,33.28 \scriptsize $\pm$ 1.10,29.15 \scriptsize $\pm$ 1.31,33.55 \scriptsize $\pm$ 1.47,32.14 \scriptsize $\pm$ 2.43,34.02 \scriptsize $\pm$ 1.98,52.75 \scriptsize $\pm$ 0.33,27.79 \scriptsize $\pm$ 2.40,26.59 \scriptsize $\pm$ 1.10,29.65 \scriptsize $\pm$ 1.61,41.52 \scriptsize $\pm$ 1.13,34.25 \scriptsize $\pm$ 1.68,37.92 \scriptsize $\pm$ 0.97,96.03 \scriptsize $\pm$ 0.04,62.89 \scriptsize $\pm$ 0.51,least_same_script_10,xtreme_r.udpos,"[42, 66, 17, 23]","[62.45858003953767, 62.5926602585479, 62.90387967098209, 63.60250830097802]",0.00017037517923542068,0.001285209122367482,0.0031188932497683572
88.48 \scriptsize $\pm$ 0.75,65.91 \scriptsize $\pm$ 0.65,88.42 \scriptsize $\pm$ 0.13,87.91 \scriptsize $\pm$ 0.32,84.75 \scriptsize $\pm$ 0.68,88.48 \scriptsize $\pm$ 0.55,80.76 \scriptsize $\pm$ 0.46,72.49 \scriptsize $\pm$ 0.71,74.10 \scriptsize $\pm$ 0.70,80.33 \scriptsize $\pm$ 0.26,85.55 \scriptsize $\pm$ 0.50,79.82 \scriptsize $\pm$ 0.18,71.23 \scriptsize $\pm$ 3.71,82.16 \scriptsize $\pm$ 0.41,85.22 \scriptsize $\pm$ 0.14,89.44 \scriptsize $\pm$ 0.42,50.90 \scriptsize $\pm$ 2.29,78.45 \scriptsize $\pm$ 0.28,63.08 \scriptsize $\pm$ 0.30,81.66 \scriptsize $\pm$ 0.25,75.81 \scriptsize $\pm$ 1.35,90.03 \scriptsize $\pm$ 0.14,84.19 \scriptsize $\pm$ 0.34,89.33 \scriptsize $\pm$ 0.45,79.51 \scriptsize $\pm$ 0.74,89.07 \scriptsize $\pm$ 0.22,72.45 \scriptsize $\pm$ 0.76,79.92 \scriptsize $\pm$ 1.05,50.05 \scriptsize $\pm$ 3.33,67.38 \scriptsize $\pm$ 0.27,76.13 \scriptsize $\pm$ 0.40,85.37 \scriptsize $\pm$ 0.37,66.03 \scriptsize $\pm$ 2.65,61.74 \scriptsize $\pm$ 0.27,69.52 \scriptsize $\pm$ 0.82,37.95 \scriptsize $\pm$ 1.43,50.26 \scriptsize $\pm$ 0.75,33.99 \scriptsize $\pm$ 1.50,37.12 \scriptsize $\pm$ 1.96,40.32 \scriptsize $\pm$ 1.88,47.31 \scriptsize $\pm$ 0.46,54.52 \scriptsize $\pm$ 2.12,35.62 \scriptsize $\pm$ 1.51,37.66 \scriptsize $\pm$ 0.98,43.03 \scriptsize $\pm$ 0.77,49.07 \scriptsize $\pm$ 0.94,52.50 \scriptsize $\pm$ 1.17,36.99 \scriptsize $\pm$ 1.19,36.34 \scriptsize $\pm$ 1.90,32.93 \scriptsize $\pm$ 2.36,46.07 \scriptsize $\pm$ 0.80,39.00 \scriptsize $\pm$ 1.16,44.38 \scriptsize $\pm$ 1.01,95.96 \scriptsize $\pm$ 0.02,66.05 \scriptsize $\pm$ 0.25,least_same_script_20,xtreme_r.udpos,"[42, 66, 17, 23]","[65.92118767044364, 65.7552101668407, 66.24123409544954, 66.28295495644494]",1.4015244126830856e-06,0.01611136944874925,0.233049013334276
87.50 \scriptsize $\pm$ 0.72,64.28 \scriptsize $\pm$ 0.44,88.11 \scriptsize $\pm$ 0.31,88.52 \scriptsize $\pm$ 0.19,85.86 \scriptsize $\pm$ 0.84,87.96 \scriptsize $\pm$ 0.37,81.80 \scriptsize $\pm$ 0.09,69.32 \scriptsize $\pm$ 0.69,74.44 \scriptsize $\pm$ 0.43,80.63 \scriptsize $\pm$ 0.36,85.62 \scriptsize $\pm$ 0.20,79.26 \scriptsize $\pm$ 1.35,68.38 \scriptsize $\pm$ 2.06,82.22 \scriptsize $\pm$ 0.16,84.51 \scriptsize $\pm$ 0.24,89.69 \scriptsize $\pm$ 0.28,48.04 \scriptsize $\pm$ 1.68,77.25 \scriptsize $\pm$ 0.40,64.10 \scriptsize $\pm$ 0.71,80.98 \scriptsize $\pm$ 0.18,72.35 \scriptsize $\pm$ 0.64,90.20 \scriptsize $\pm$ 0.13,83.91 \scriptsize $\pm$ 0.33,89.35 \scriptsize $\pm$ 0.32,80.03 \scriptsize $\pm$ 0.45,89.11 \scriptsize $\pm$ 0.23,72.55 \scriptsize $\pm$ 1.21,79.09 \scriptsize $\pm$ 1.10,48.51 \scriptsize $\pm$ 2.31,60.64 \scriptsize $\pm$ 0.99,73.48 \scriptsize $\pm$ 0.50,85.65 \scriptsize $\pm$ 0.48,61.93 \scriptsize $\pm$ 2.60,61.30 \scriptsize $\pm$ 1.06,70.01 \scriptsize $\pm$ 0.47,25.99 \scriptsize $\pm$ 1.83,32.34 \scriptsize $\pm$ 1.86,16.53 \scriptsize $\pm$ 1.94,33.96 \scriptsize $\pm$ 2.89,29.45 \scriptsize $\pm$ 3.40,25.38 \scriptsize $\pm$ 1.71,27.23 \scriptsize $\pm$ 0.60,28.56 \scriptsize $\pm$ 1.60,31.73 \scriptsize $\pm$ 1.64,24.45 \scriptsize $\pm$ 1.66,27.54 \scriptsize $\pm$ 0.63,52.58 \scriptsize $\pm$ 1.88,24.52 \scriptsize $\pm$ 0.72,23.74 \scriptsize $\pm$ 3.10,27.07 \scriptsize $\pm$ 1.11,35.53 \scriptsize $\pm$ 1.38,32.93 \scriptsize $\pm$ 2.27,31.31 \scriptsize $\pm$ 1.35,96.00 \scriptsize $\pm$ 0.03,61.36 \scriptsize $\pm$ 0.13,least_same_script_5,xtreme_r.udpos,"[42, 66, 17, 23]","[61.48547207266454, 61.205058685186955, 61.31107096639594, 61.43563173570989]",2.3683921705729416e-05,0.00021949675082648151,2.05842391374165e-05
87.60 \scriptsize $\pm$ 0.66,65.73 \scriptsize $\pm$ 1.09,88.89 \scriptsize $\pm$ 0.46,88.42 \scriptsize $\pm$ 0.26,86.13 \scriptsize $\pm$ 0.43,88.13 \scriptsize $\pm$ 0.36,82.25 \scriptsize $\pm$ 0.41,69.81 \scriptsize $\pm$ 0.52,74.25 \scriptsize $\pm$ 0.48,80.85 \scriptsize $\pm$ 0.64,86.02 \scriptsize $\pm$ 0.33,80.44 \scriptsize $\pm$ 1.39,67.78 \scriptsize $\pm$ 2.80,82.49 \scriptsize $\pm$ 0.19,84.70 \scriptsize $\pm$ 0.27,89.52 \scriptsize $\pm$ 0.31,48.48 \scriptsize $\pm$ 0.90,76.28 \scriptsize $\pm$ 0.53,64.03 \scriptsize $\pm$ 0.61,80.74 \scriptsize $\pm$ 0.19,72.13 \scriptsize $\pm$ 2.68,90.05 \scriptsize $\pm$ 0.15,84.06 \scriptsize $\pm$ 0.49,89.39 \scriptsize $\pm$ 0.26,81.72 \scriptsize $\pm$ 0.46,88.97 \scriptsize $\pm$ 0.32,71.91 \scriptsize $\pm$ 1.05,78.26 \scriptsize $\pm$ 0.38,46.68 \scriptsize $\pm$ 1.38,62.67 \scriptsize $\pm$ 0.53,73.43 \scriptsize $\pm$ 0.15,85.73 \scriptsize $\pm$ 0.53,62.81 \scriptsize $\pm$ 2.56,61.14 \scriptsize $\pm$ 0.74,69.98 \scriptsize $\pm$ 0.70,35.45 \scriptsize $\pm$ 2.12,35.40 \scriptsize $\pm$ 0.72,22.19 \scriptsize $\pm$ 1.90,37.64 \scriptsize $\pm$ 1.31,32.66 \scriptsize $\pm$ 2.70,31.36 \scriptsize $\pm$ 3.13,35.05 \scriptsize $\pm$ 1.94,30.27 \scriptsize $\pm$ 0.94,35.23 \scriptsize $\pm$ 1.61,34.10 \scriptsize $\pm$ 4.28,35.50 \scriptsize $\pm$ 2.54,53.30 \scriptsize $\pm$ 0.31,29.59 \scriptsize $\pm$ 2.03,29.25 \scriptsize $\pm$ 1.83,31.97 \scriptsize $\pm$ 2.72,41.08 \scriptsize $\pm$ 3.71,35.97 \scriptsize $\pm$ 1.34,36.17 \scriptsize $\pm$ 3.06,96.02 \scriptsize $\pm$ 0.02,63.14 \scriptsize $\pm$ 0.60,least_uriel_en_10,xtreme_r.udpos,"[42, 66, 17, 23]","[63.50285880020457, 63.365551032051016, 62.24544772759724, 63.45157625762966]",0.00223403952242074,0.0029117082035902057,0.003974061526381823
88.24 \scriptsize $\pm$ 0.12,65.14 \scriptsize $\pm$ 0.71,88.70 \scriptsize $\pm$ 0.43,88.26 \scriptsize $\pm$ 0.46,85.74 \scriptsize $\pm$ 0.95,88.18 \scriptsize $\pm$ 0.19,83.69 \scriptsize $\pm$ 0.22,69.89 \scriptsize $\pm$ 0.32,74.30 \scriptsize $\pm$ 0.56,82.61 \scriptsize $\pm$ 0.03,85.59 \scriptsize $\pm$ 0.41,80.61 \scriptsize $\pm$ 0.35,71.22 \scriptsize $\pm$ 2.50,82.29 \scriptsize $\pm$ 0.42,85.11 \scriptsize $\pm$ 0.11,89.43 \scriptsize $\pm$ 0.21,50.13 \scriptsize $\pm$ 1.36,77.06 \scriptsize $\pm$ 0.47,64.00 \scriptsize $\pm$ 0.22,82.05 \scriptsize $\pm$ 0.29,73.53 \scriptsize $\pm$ 2.19,90.05 \scriptsize $\pm$ 0.28,84.05 \scriptsize $\pm$ 0.60,89.39 \scriptsize $\pm$ 0.13,81.82 \scriptsize $\pm$ 0.44,88.98 \scriptsize $\pm$ 0.28,71.08 \scriptsize $\pm$ 2.45,79.72 \scriptsize $\pm$ 0.92,50.50 \scriptsize $\pm$ 2.31,63.38 \scriptsize $\pm$ 0.91,74.54 \scriptsize $\pm$ 0.12,85.38 \scriptsize $\pm$ 0.40,65.24 \scriptsize $\pm$ 2.81,62.02 \scriptsize $\pm$ 0.45,70.24 \scriptsize $\pm$ 0.31,33.93 \scriptsize $\pm$ 3.21,35.46 \scriptsize $\pm$ 2.08,22.28 \scriptsize $\pm$ 2.31,36.40 \scriptsize $\pm$ 1.38,33.23 \scriptsize $\pm$ 1.73,30.26 \scriptsize $\pm$ 1.79,34.64 \scriptsize $\pm$ 0.87,30.19 \scriptsize $\pm$ 0.27,33.86 \scriptsize $\pm$ 1.33,34.20 \scriptsize $\pm$ 2.43,35.52 \scriptsize $\pm$ 0.70,53.67 \scriptsize $\pm$ 1.47,29.61 \scriptsize $\pm$ 1.48,27.88 \scriptsize $\pm$ 2.26,30.80 \scriptsize $\pm$ 1.53,40.12 \scriptsize $\pm$ 3.36,34.93 \scriptsize $\pm$ 2.05,34.49 \scriptsize $\pm$ 2.28,96.04 \scriptsize $\pm$ 0.03,63.33 \scriptsize $\pm$ 0.39,least_uriel_en_20,xtreme_r.udpos,"[42, 66, 17, 23]","[62.8171604606788, 63.62471536133782, 63.62749992796061, 63.24010136644711]",0.000604811539927543,0.01139000785282544,0.002169000213417883
87.80 \scriptsize $\pm$ 0.73,65.31 \scriptsize $\pm$ 0.89,88.61 \scriptsize $\pm$ 0.46,87.97 \scriptsize $\pm$ 0.19,85.19 \scriptsize $\pm$ 0.83,88.31 \scriptsize $\pm$ 0.21,83.86 \scriptsize $\pm$ 0.72,72.68 \scriptsize $\pm$ 0.68,73.95 \scriptsize $\pm$ 0.69,82.75 \scriptsize $\pm$ 0.55,85.81 \scriptsize $\pm$ 0.22,80.38 \scriptsize $\pm$ 0.31,71.46 \scriptsize $\pm$ 2.94,82.55 \scriptsize $\pm$ 0.36,85.40 \scriptsize $\pm$ 0.32,89.67 \scriptsize $\pm$ 0.26,51.21 \scriptsize $\pm$ 0.86,79.03 \scriptsize $\pm$ 0.24,63.44 \scriptsize $\pm$ 0.63,81.93 \scriptsize $\pm$ 0.75,78.16 \scriptsize $\pm$ 0.56,89.89 \scriptsize $\pm$ 0.27,84.34 \scriptsize $\pm$ 0.53,89.48 \scriptsize $\pm$ 0.26,81.89 \scriptsize $\pm$ 0.23,88.96 \scriptsize $\pm$ 0.48,72.53 \scriptsize $\pm$ 1.41,79.68 \scriptsize $\pm$ 1.93,53.37 \scriptsize $\pm$ 0.22,67.87 \scriptsize $\pm$ 0.75,76.29 \scriptsize $\pm$ 0.35,85.14 \scriptsize $\pm$ 0.57,66.16 \scriptsize $\pm$ 3.16,62.09 \scriptsize $\pm$ 0.47,69.46 \scriptsize $\pm$ 1.21,50.89 \scriptsize $\pm$ 2.03,45.37 \scriptsize $\pm$ 1.97,28.78 \scriptsize $\pm$ 0.93,43.41 \scriptsize $\pm$ 0.51,37.31 \scriptsize $\pm$ 1.96,32.88 \scriptsize $\pm$ 1.16,36.47 \scriptsize $\pm$ 1.29,41.05 \scriptsize $\pm$ 2.69,46.48 \scriptsize $\pm$ 0.35,38.60 \scriptsize $\pm$ 0.51,39.93 \scriptsize $\pm$ 1.57,48.53 \scriptsize $\pm$ 1.03,33.14 \scriptsize $\pm$ 1.18,33.52 \scriptsize $\pm$ 1.42,46.44 \scriptsize $\pm$ 1.69,45.26 \scriptsize $\pm$ 1.23,37.01 \scriptsize $\pm$ 2.30,40.98 \scriptsize $\pm$ 0.59,96.03 \scriptsize $\pm$ 0.03,65.83 \scriptsize $\pm$ 0.08,least_uriel_en_40,xtreme_r.udpos,"[42, 66, 17, 23]","[65.79555522606204, 65.93123064043998, 65.75158550063219, 65.83332311517968]",0.0075622497516538035,0.0233952600431804,0.7429878758231783
