final_eval_af_accuracy,final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_et_accuracy,final_eval_eu_accuracy,final_eval_fa_accuracy,final_eval_fi_accuracy,final_eval_fr_accuracy,final_eval_he_accuracy,final_eval_hi_accuracy,final_eval_hu_accuracy,final_eval_id_accuracy,final_eval_it_accuracy,final_eval_ja_accuracy,final_eval_kk_accuracy,final_eval_ko_accuracy,final_eval_lt_accuracy,final_eval_mr_accuracy,final_eval_nl_accuracy,final_eval_pl_accuracy,final_eval_pt_accuracy,final_eval_ro_accuracy,final_eval_ru_accuracy,final_eval_ta_accuracy,final_eval_te_accuracy,final_eval_th_accuracy,final_eval_tl_accuracy,final_eval_tr_accuracy,final_eval_uk_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_bam_accuracy,final_eval_ewe_accuracy,final_eval_fon_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lug_accuracy,final_eval_luo_accuracy,final_eval_mos_accuracy,final_eval_nya_accuracy,final_eval_sna_accuracy,final_eval_swa_accuracy,final_eval_tsn_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
84.78 \scriptsize $\pm$ 0.39,64.42 \scriptsize $\pm$ 0.08,87.09 \scriptsize $\pm$ 0.72,87.64 \scriptsize $\pm$ 0.38,83.89 \scriptsize $\pm$ 1.53,88.59 \scriptsize $\pm$ 0.39,77.38 \scriptsize $\pm$ 0.47,64.32 \scriptsize $\pm$ 0.33,73.90 \scriptsize $\pm$ 0.60,76.59 \scriptsize $\pm$ 0.31,84.08 \scriptsize $\pm$ 0.69,78.92 \scriptsize $\pm$ 0.64,68.83 \scriptsize $\pm$ 2.08,82.13 \scriptsize $\pm$ 0.31,83.60 \scriptsize $\pm$ 0.29,88.93 \scriptsize $\pm$ 0.27,50.41 \scriptsize $\pm$ 1.36,74.20 \scriptsize $\pm$ 0.56,62.60 \scriptsize $\pm$ 0.17,74.49 \scriptsize $\pm$ 0.79,70.00 \scriptsize $\pm$ 0.54,89.50 \scriptsize $\pm$ 0.14,82.05 \scriptsize $\pm$ 0.86,89.29 \scriptsize $\pm$ 0.35,77.04 \scriptsize $\pm$ 0.90,88.49 \scriptsize $\pm$ 0.32,70.30 \scriptsize $\pm$ 1.68,78.78 \scriptsize $\pm$ 0.97,44.34 \scriptsize $\pm$ 2.46,55.87 \scriptsize $\pm$ 0.56,69.15 \scriptsize $\pm$ 0.37,84.53 \scriptsize $\pm$ 0.24,64.37 \scriptsize $\pm$ 1.98,61.70 \scriptsize $\pm$ 0.47,68.99 \scriptsize $\pm$ 0.79,40.84 \scriptsize $\pm$ 0.60,50.35 \scriptsize $\pm$ 1.75,34.21 \scriptsize $\pm$ 2.44,38.16 \scriptsize $\pm$ 0.35,40.68 \scriptsize $\pm$ 0.44,39.13 \scriptsize $\pm$ 2.44,43.38 \scriptsize $\pm$ 2.53,45.05 \scriptsize $\pm$ 0.63,46.79 \scriptsize $\pm$ 1.18,42.01 \scriptsize $\pm$ 2.56,46.13 \scriptsize $\pm$ 2.00,49.74 \scriptsize $\pm$ 1.39,35.49 \scriptsize $\pm$ 1.68,36.13 \scriptsize $\pm$ 1.37,48.72 \scriptsize $\pm$ 1.74,46.19 \scriptsize $\pm$ 1.33,39.12 \scriptsize $\pm$ 1.59,44.78 \scriptsize $\pm$ 1.89,95.93 \scriptsize $\pm$ 0.04,64.70 \scriptsize $\pm$ 0.58,abla_most_uriel_unseen_xlmr,xtreme_r.udpos,"[42, 66, 17, 23]","[64.33472497419773, 64.41459474762593, 65.5631913514672, 64.5062418241949]",0.002868342231824426,0.4660526684978429,0.034220799329221674
84.64 \scriptsize $\pm$ 1.05,65.44 \scriptsize $\pm$ 1.43,87.24 \scriptsize $\pm$ 0.41,87.86 \scriptsize $\pm$ 0.33,84.44 \scriptsize $\pm$ 0.88,88.23 \scriptsize $\pm$ 0.79,78.99 \scriptsize $\pm$ 0.72,66.30 \scriptsize $\pm$ 1.29,73.41 \scriptsize $\pm$ 0.52,78.53 \scriptsize $\pm$ 0.62,84.00 \scriptsize $\pm$ 1.01,80.75 \scriptsize $\pm$ 0.87,68.63 \scriptsize $\pm$ 0.73,82.14 \scriptsize $\pm$ 0.47,84.35 \scriptsize $\pm$ 0.75,88.52 \scriptsize $\pm$ 0.80,51.68 \scriptsize $\pm$ 0.57,77.08 \scriptsize $\pm$ 1.12,63.18 \scriptsize $\pm$ 0.31,76.99 \scriptsize $\pm$ 1.31,72.87 \scriptsize $\pm$ 1.65,89.58 \scriptsize $\pm$ 0.25,82.92 \scriptsize $\pm$ 0.49,89.10 \scriptsize $\pm$ 0.39,78.03 \scriptsize $\pm$ 0.72,88.65 \scriptsize $\pm$ 0.24,71.70 \scriptsize $\pm$ 0.64,78.81 \scriptsize $\pm$ 1.83,50.97 \scriptsize $\pm$ 1.12,57.74 \scriptsize $\pm$ 1.79,71.97 \scriptsize $\pm$ 1.48,85.24 \scriptsize $\pm$ 0.35,63.65 \scriptsize $\pm$ 0.90,61.58 \scriptsize $\pm$ 0.67,69.83 \scriptsize $\pm$ 0.91,39.08 \scriptsize $\pm$ 1.89,45.92 \scriptsize $\pm$ 7.61,28.74 \scriptsize $\pm$ 6.85,37.00 \scriptsize $\pm$ 0.93,45.14 \scriptsize $\pm$ 10.50,44.53 \scriptsize $\pm$ 3.35,51.52 \scriptsize $\pm$ 4.31,37.69 \scriptsize $\pm$ 6.47,39.63 \scriptsize $\pm$ 5.53,48.01 \scriptsize $\pm$ 3.75,44.71 \scriptsize $\pm$ 1.81,52.66 \scriptsize $\pm$ 2.23,38.26 \scriptsize $\pm$ 4.24,33.76 \scriptsize $\pm$ 5.21,41.61 \scriptsize $\pm$ 8.79,45.67 \scriptsize $\pm$ 2.23,36.65 \scriptsize $\pm$ 2.41,41.81 \scriptsize $\pm$ 1.35,95.96 \scriptsize $\pm$ 0.05,65.06 \scriptsize $\pm$ 0.53,abla_random_joshi2,xtreme_r.udpos,"[42, 66, 17, 23]","[65.22405405630496, 65.65006515066581, 64.3860591063899, 64.99266775828637]",0.017918824938483756,0.9999645358345574,0.08737672823914915
88.39 \scriptsize $\pm$ 0.56,65.60 \scriptsize $\pm$ 0.71,89.15 \scriptsize $\pm$ 0.62,87.91 \scriptsize $\pm$ 0.36,85.55 \scriptsize $\pm$ 1.08,88.23 \scriptsize $\pm$ 0.19,83.27 \scriptsize $\pm$ 0.51,70.68 \scriptsize $\pm$ 0.45,73.34 \scriptsize $\pm$ 0.79,81.21 \scriptsize $\pm$ 0.36,85.33 \scriptsize $\pm$ 0.46,79.65 \scriptsize $\pm$ 0.81,69.57 \scriptsize $\pm$ 1.69,82.58 \scriptsize $\pm$ 0.67,85.32 \scriptsize $\pm$ 0.22,89.19 \scriptsize $\pm$ 0.03,49.94 \scriptsize $\pm$ 1.24,79.24 \scriptsize $\pm$ 1.45,63.82 \scriptsize $\pm$ 0.55,81.43 \scriptsize $\pm$ 1.67,75.51 \scriptsize $\pm$ 2.27,89.81 \scriptsize $\pm$ 0.07,84.24 \scriptsize $\pm$ 0.31,89.38 \scriptsize $\pm$ 0.10,81.57 \scriptsize $\pm$ 1.31,88.93 \scriptsize $\pm$ 0.07,71.77 \scriptsize $\pm$ 1.39,78.81 \scriptsize $\pm$ 1.84,57.58 \scriptsize $\pm$ 3.78,65.48 \scriptsize $\pm$ 4.41,74.45 \scriptsize $\pm$ 0.93,85.68 \scriptsize $\pm$ 0.16,62.71 \scriptsize $\pm$ 2.26,62.25 \scriptsize $\pm$ 0.22,69.93 \scriptsize $\pm$ 1.08,31.76 \scriptsize $\pm$ 1.23,32.93 \scriptsize $\pm$ 1.00,19.39 \scriptsize $\pm$ 1.64,35.35 \scriptsize $\pm$ 2.78,31.49 \scriptsize $\pm$ 2.24,29.42 \scriptsize $\pm$ 2.45,32.04 \scriptsize $\pm$ 1.12,29.63 \scriptsize $\pm$ 1.24,32.95 \scriptsize $\pm$ 1.52,33.35 \scriptsize $\pm$ 1.76,34.20 \scriptsize $\pm$ 1.75,52.99 \scriptsize $\pm$ 0.19,27.98 \scriptsize $\pm$ 0.60,24.97 \scriptsize $\pm$ 1.10,29.40 \scriptsize $\pm$ 3.10,39.17 \scriptsize $\pm$ 0.55,33.52 \scriptsize $\pm$ 2.64,34.67 \scriptsize $\pm$ 0.65,95.99 \scriptsize $\pm$ 0.03,62.94 \scriptsize $\pm$ 0.49,abla_random_joshi3,xtreme_r.udpos,"[42, 66, 17, 23]","[63.46701954575901, 62.42172714171493, 63.21623175059634, 62.65168092290156]",0.0005643510193529346,0.010602354504403487,0.00046509149743317966
87.90 \scriptsize $\pm$ 0.40,65.35 \scriptsize $\pm$ 0.97,88.06 \scriptsize $\pm$ 0.17,87.94 \scriptsize $\pm$ 0.34,85.75 \scriptsize $\pm$ 0.90,88.50 \scriptsize $\pm$ 0.31,82.10 \scriptsize $\pm$ 0.66,73.19 \scriptsize $\pm$ 1.95,73.74 \scriptsize $\pm$ 0.71,80.82 \scriptsize $\pm$ 0.54,85.84 \scriptsize $\pm$ 0.52,80.64 \scriptsize $\pm$ 0.67,70.26 \scriptsize $\pm$ 2.19,82.37 \scriptsize $\pm$ 0.14,85.03 \scriptsize $\pm$ 0.26,89.62 \scriptsize $\pm$ 0.25,51.46 \scriptsize $\pm$ 1.20,78.79 \scriptsize $\pm$ 0.85,63.35 \scriptsize $\pm$ 0.47,81.87 \scriptsize $\pm$ 0.70,74.93 \scriptsize $\pm$ 1.35,89.82 \scriptsize $\pm$ 0.26,83.87 \scriptsize $\pm$ 0.51,89.50 \scriptsize $\pm$ 0.21,81.20 \scriptsize $\pm$ 0.79,89.10 \scriptsize $\pm$ 0.22,71.38 \scriptsize $\pm$ 1.14,78.16 \scriptsize $\pm$ 1.94,56.66 \scriptsize $\pm$ 4.36,64.45 \scriptsize $\pm$ 3.96,75.87 \scriptsize $\pm$ 1.28,85.80 \scriptsize $\pm$ 0.14,64.93 \scriptsize $\pm$ 1.82,62.23 \scriptsize $\pm$ 0.38,70.25 \scriptsize $\pm$ 1.67,33.29 \scriptsize $\pm$ 2.76,35.79 \scriptsize $\pm$ 2.51,22.69 \scriptsize $\pm$ 2.04,36.61 \scriptsize $\pm$ 2.31,33.13 \scriptsize $\pm$ 2.87,31.22 \scriptsize $\pm$ 1.85,33.13 \scriptsize $\pm$ 1.18,30.12 \scriptsize $\pm$ 0.93,35.09 \scriptsize $\pm$ 1.66,34.28 \scriptsize $\pm$ 2.04,35.21 \scriptsize $\pm$ 0.60,53.05 \scriptsize $\pm$ 0.11,28.43 \scriptsize $\pm$ 1.64,28.41 \scriptsize $\pm$ 2.30,31.61 \scriptsize $\pm$ 2.71,40.85 \scriptsize $\pm$ 3.28,35.68 \scriptsize $\pm$ 1.18,35.68 \scriptsize $\pm$ 3.26,96.03 \scriptsize $\pm$ 0.02,63.54 \scriptsize $\pm$ 0.40,abla_random_joshi35,xtreme_r.udpos,"[42, 66, 17, 23]","[63.30454488964419, 64.05235049022443, 63.150610338388276, 63.64160067165813]",0.001519151491937965,0.0052027183634568925,0.0034345026532558265
87.25 \scriptsize $\pm$ 1.28,65.03 \scriptsize $\pm$ 1.72,87.92 \scriptsize $\pm$ 0.23,88.04 \scriptsize $\pm$ 0.29,85.65 \scriptsize $\pm$ 0.59,88.52 \scriptsize $\pm$ 0.37,82.52 \scriptsize $\pm$ 0.46,73.84 \scriptsize $\pm$ 0.34,73.24 \scriptsize $\pm$ 0.87,82.75 \scriptsize $\pm$ 0.28,85.22 \scriptsize $\pm$ 0.21,79.84 \scriptsize $\pm$ 1.15,71.45 \scriptsize $\pm$ 1.60,82.94 \scriptsize $\pm$ 0.51,84.95 \scriptsize $\pm$ 0.03,89.69 \scriptsize $\pm$ 0.39,51.78 \scriptsize $\pm$ 2.90,78.09 \scriptsize $\pm$ 0.62,63.47 \scriptsize $\pm$ 0.29,80.45 \scriptsize $\pm$ 0.53,74.85 \scriptsize $\pm$ 1.45,89.93 \scriptsize $\pm$ 0.08,83.76 \scriptsize $\pm$ 0.54,89.51 \scriptsize $\pm$ 0.24,80.43 \scriptsize $\pm$ 0.38,88.96 \scriptsize $\pm$ 0.11,72.00 \scriptsize $\pm$ 0.82,78.74 \scriptsize $\pm$ 0.64,51.22 \scriptsize $\pm$ 2.53,62.93 \scriptsize $\pm$ 1.20,76.53 \scriptsize $\pm$ 1.18,85.15 \scriptsize $\pm$ 0.17,64.18 \scriptsize $\pm$ 1.80,62.15 \scriptsize $\pm$ 0.20,69.79 \scriptsize $\pm$ 0.55,35.04 \scriptsize $\pm$ 0.70,36.03 \scriptsize $\pm$ 1.65,22.04 \scriptsize $\pm$ 1.93,37.24 \scriptsize $\pm$ 0.71,33.85 \scriptsize $\pm$ 2.78,32.56 \scriptsize $\pm$ 1.59,35.60 \scriptsize $\pm$ 1.03,31.05 \scriptsize $\pm$ 1.15,35.03 \scriptsize $\pm$ 0.28,34.93 \scriptsize $\pm$ 1.94,36.88 \scriptsize $\pm$ 0.84,52.84 \scriptsize $\pm$ 0.86,30.19 \scriptsize $\pm$ 2.26,30.82 \scriptsize $\pm$ 0.39,31.36 \scriptsize $\pm$ 1.02,42.30 \scriptsize $\pm$ 1.35,34.93 \scriptsize $\pm$ 1.83,37.97 \scriptsize $\pm$ 1.40,96.03 \scriptsize $\pm$ 0.04,63.69 \scriptsize $\pm$ 0.14,abla_random_joshi45,xtreme_r.udpos,"[42, 66, 17, 23]","[63.71835247228585, 63.52996685057378, 63.663646354000996, 63.86500436678093]",5.411030680696536e-05,0.002758126164544327,0.00048405333699108117
87.77 \scriptsize $\pm$ 0.60,65.89 \scriptsize $\pm$ 0.75,88.65 \scriptsize $\pm$ 0.55,88.23 \scriptsize $\pm$ 0.31,85.15 \scriptsize $\pm$ 0.48,88.44 \scriptsize $\pm$ 0.24,83.05 \scriptsize $\pm$ 0.64,70.35 \scriptsize $\pm$ 0.61,73.76 \scriptsize $\pm$ 0.42,81.15 \scriptsize $\pm$ 0.24,85.58 \scriptsize $\pm$ 0.62,80.84 \scriptsize $\pm$ 0.78,71.25 \scriptsize $\pm$ 3.30,82.96 \scriptsize $\pm$ 0.44,84.89 \scriptsize $\pm$ 0.18,89.26 \scriptsize $\pm$ 0.32,51.64 \scriptsize $\pm$ 1.58,77.61 \scriptsize $\pm$ 0.61,63.30 \scriptsize $\pm$ 0.48,80.34 \scriptsize $\pm$ 0.70,75.59 \scriptsize $\pm$ 1.40,89.84 \scriptsize $\pm$ 0.04,83.94 \scriptsize $\pm$ 0.24,89.36 \scriptsize $\pm$ 0.13,80.93 \scriptsize $\pm$ 0.27,89.25 \scriptsize $\pm$ 0.12,71.81 \scriptsize $\pm$ 0.72,79.09 \scriptsize $\pm$ 4.12,54.40 \scriptsize $\pm$ 5.04,64.21 \scriptsize $\pm$ 3.41,74.50 \scriptsize $\pm$ 1.53,85.92 \scriptsize $\pm$ 0.24,64.89 \scriptsize $\pm$ 2.82,62.14 \scriptsize $\pm$ 0.60,69.89 \scriptsize $\pm$ 0.31,35.78 \scriptsize $\pm$ 3.05,35.03 \scriptsize $\pm$ 1.17,22.52 \scriptsize $\pm$ 2.42,37.67 \scriptsize $\pm$ 2.24,33.78 \scriptsize $\pm$ 5.96,33.46 \scriptsize $\pm$ 3.51,34.30 \scriptsize $\pm$ 4.11,31.54 \scriptsize $\pm$ 1.72,34.88 \scriptsize $\pm$ 1.60,36.14 \scriptsize $\pm$ 4.70,35.79 \scriptsize $\pm$ 3.87,54.02 \scriptsize $\pm$ 0.91,29.93 \scriptsize $\pm$ 2.05,27.56 \scriptsize $\pm$ 0.78,32.79 \scriptsize $\pm$ 1.86,40.15 \scriptsize $\pm$ 1.79,34.36 \scriptsize $\pm$ 4.09,36.60 \scriptsize $\pm$ 2.59,96.01 \scriptsize $\pm$ 0.04,63.67 \scriptsize $\pm$ 0.81,abla_random_seen_mbert,xtreme_r.udpos,"[42, 66, 17, 23]","[64.4777906894669, 62.54341504670842, 63.74868849980398, 63.91090656588713]",0.0029566592854910903,0.04760024001921655,0.01071376843299843
87.09 \scriptsize $\pm$ 0.70,64.90 \scriptsize $\pm$ 1.38,88.22 \scriptsize $\pm$ 0.77,88.14 \scriptsize $\pm$ 0.34,85.59 \scriptsize $\pm$ 0.82,88.34 \scriptsize $\pm$ 0.38,80.65 \scriptsize $\pm$ 0.60,70.01 \scriptsize $\pm$ 0.37,73.73 \scriptsize $\pm$ 0.96,80.42 \scriptsize $\pm$ 0.74,85.42 \scriptsize $\pm$ 0.34,79.53 \scriptsize $\pm$ 0.45,70.65 \scriptsize $\pm$ 2.51,82.37 \scriptsize $\pm$ 0.48,84.97 \scriptsize $\pm$ 0.45,89.07 \scriptsize $\pm$ 0.36,50.72 \scriptsize $\pm$ 1.69,78.17 \scriptsize $\pm$ 1.63,63.79 \scriptsize $\pm$ 0.48,80.44 \scriptsize $\pm$ 1.06,77.06 \scriptsize $\pm$ 3.63,89.95 \scriptsize $\pm$ 0.14,83.69 \scriptsize $\pm$ 0.52,89.29 \scriptsize $\pm$ 0.16,80.18 \scriptsize $\pm$ 1.10,88.92 \scriptsize $\pm$ 0.48,72.25 \scriptsize $\pm$ 0.22,77.84 \scriptsize $\pm$ 2.16,53.42 \scriptsize $\pm$ 5.53,64.54 \scriptsize $\pm$ 5.31,74.85 \scriptsize $\pm$ 1.32,85.41 \scriptsize $\pm$ 0.72,64.31 \scriptsize $\pm$ 1.53,61.98 \scriptsize $\pm$ 0.39,70.22 \scriptsize $\pm$ 1.24,36.78 \scriptsize $\pm$ 1.55,37.22 \scriptsize $\pm$ 1.29,23.53 \scriptsize $\pm$ 1.76,38.81 \scriptsize $\pm$ 5.39,32.58 \scriptsize $\pm$ 2.38,36.85 \scriptsize $\pm$ 3.62,39.07 \scriptsize $\pm$ 5.10,32.43 \scriptsize $\pm$ 2.89,35.29 \scriptsize $\pm$ 2.07,36.77 \scriptsize $\pm$ 1.73,38.24 \scriptsize $\pm$ 4.83,48.92 \scriptsize $\pm$ 2.23,31.99 \scriptsize $\pm$ 3.49,28.85 \scriptsize $\pm$ 1.07,32.29 \scriptsize $\pm$ 0.73,44.19 \scriptsize $\pm$ 0.38,31.73 \scriptsize $\pm$ 3.31,39.48 \scriptsize $\pm$ 0.94,96.00 \scriptsize $\pm$ 0.04,63.84 \scriptsize $\pm$ 0.62,abla_random_seen_xlmr,xtreme_r.udpos,"[42, 66, 17, 23]","[64.67547112383102, 63.255831820834416, 63.882758333580384, 63.52745054218972]",0.002775954593564385,0.05595714805034239,0.0036091425076561255
86.03 \scriptsize $\pm$ 0.88,64.23 \scriptsize $\pm$ 0.85,87.26 \scriptsize $\pm$ 0.28,87.47 \scriptsize $\pm$ 0.24,84.13 \scriptsize $\pm$ 0.58,87.95 \scriptsize $\pm$ 0.16,77.87 \scriptsize $\pm$ 0.30,65.36 \scriptsize $\pm$ 1.59,73.05 \scriptsize $\pm$ 0.95,78.09 \scriptsize $\pm$ 0.46,84.16 \scriptsize $\pm$ 0.73,77.44 \scriptsize $\pm$ 3.42,70.54 \scriptsize $\pm$ 1.93,82.16 \scriptsize $\pm$ 0.25,83.53 \scriptsize $\pm$ 0.36,87.99 \scriptsize $\pm$ 0.88,50.65 \scriptsize $\pm$ 1.95,74.09 \scriptsize $\pm$ 1.07,62.49 \scriptsize $\pm$ 0.27,75.29 \scriptsize $\pm$ 1.25,71.69 \scriptsize $\pm$ 1.06,89.49 \scriptsize $\pm$ 0.22,82.16 \scriptsize $\pm$ 0.92,88.94 \scriptsize $\pm$ 0.33,76.65 \scriptsize $\pm$ 0.56,88.68 \scriptsize $\pm$ 0.06,70.87 \scriptsize $\pm$ 0.34,77.70 \scriptsize $\pm$ 1.26,43.77 \scriptsize $\pm$ 2.16,56.68 \scriptsize $\pm$ 2.14,69.19 \scriptsize $\pm$ 1.65,84.75 \scriptsize $\pm$ 0.26,64.50 \scriptsize $\pm$ 2.87,60.86 \scriptsize $\pm$ 0.81,68.89 \scriptsize $\pm$ 0.96,49.31 \scriptsize $\pm$ 1.71,49.16 \scriptsize $\pm$ 5.56,33.46 \scriptsize $\pm$ 2.19,44.85 \scriptsize $\pm$ 0.89,37.22 \scriptsize $\pm$ 3.35,40.32 \scriptsize $\pm$ 5.64,45.23 \scriptsize $\pm$ 8.69,39.74 \scriptsize $\pm$ 5.96,41.23 \scriptsize $\pm$ 4.69,42.43 \scriptsize $\pm$ 5.49,43.72 \scriptsize $\pm$ 4.30,49.73 \scriptsize $\pm$ 1.44,38.08 \scriptsize $\pm$ 3.94,33.75 \scriptsize $\pm$ 4.20,46.69 \scriptsize $\pm$ 7.48,46.01 \scriptsize $\pm$ 1.61,31.99 \scriptsize $\pm$ 3.30,42.25 \scriptsize $\pm$ 2.04,95.95 \scriptsize $\pm$ 0.04,64.55 \scriptsize $\pm$ 0.25,abla_random_unseen_mbert,xtreme_r.udpos,"[42, 66, 17, 23]","[64.74047725797043, 64.37389112951502, 64.78194528059818, 64.30636060433514]",0.0008886559655904063,0.180370872234767,0.0002385991083669966
85.00 \scriptsize $\pm$ 0.81,65.67 \scriptsize $\pm$ 1.43,86.91 \scriptsize $\pm$ 0.67,87.97 \scriptsize $\pm$ 0.36,84.44 \scriptsize $\pm$ 0.40,88.01 \scriptsize $\pm$ 0.31,76.54 \scriptsize $\pm$ 1.18,63.56 \scriptsize $\pm$ 1.49,74.13 \scriptsize $\pm$ 0.43,76.99 \scriptsize $\pm$ 0.83,84.00 \scriptsize $\pm$ 1.18,78.27 \scriptsize $\pm$ 1.31,69.76 \scriptsize $\pm$ 2.01,82.16 \scriptsize $\pm$ 0.18,82.85 \scriptsize $\pm$ 0.63,87.97 \scriptsize $\pm$ 0.54,49.98 \scriptsize $\pm$ 1.41,73.70 \scriptsize $\pm$ 0.76,62.64 \scriptsize $\pm$ 0.93,73.93 \scriptsize $\pm$ 0.95,70.74 \scriptsize $\pm$ 3.14,89.45 \scriptsize $\pm$ 0.08,81.66 \scriptsize $\pm$ 0.76,88.79 \scriptsize $\pm$ 0.21,76.92 \scriptsize $\pm$ 0.39,88.52 \scriptsize $\pm$ 0.19,70.27 \scriptsize $\pm$ 0.81,76.49 \scriptsize $\pm$ 2.16,47.76 \scriptsize $\pm$ 2.50,55.99 \scriptsize $\pm$ 4.23,69.02 \scriptsize $\pm$ 0.59,84.61 \scriptsize $\pm$ 0.17,63.94 \scriptsize $\pm$ 2.24,61.53 \scriptsize $\pm$ 0.33,69.34 \scriptsize $\pm$ 0.92,48.08 \scriptsize $\pm$ 2.96,49.74 \scriptsize $\pm$ 3.18,35.24 \scriptsize $\pm$ 1.71,40.04 \scriptsize $\pm$ 1.14,43.35 \scriptsize $\pm$ 6.74,45.28 \scriptsize $\pm$ 2.19,51.09 \scriptsize $\pm$ 4.38,40.48 \scriptsize $\pm$ 4.53,45.02 \scriptsize $\pm$ 4.21,46.45 \scriptsize $\pm$ 4.50,47.14 \scriptsize $\pm$ 2.36,51.23 \scriptsize $\pm$ 1.04,39.78 \scriptsize $\pm$ 2.77,34.13 \scriptsize $\pm$ 5.08,42.51 \scriptsize $\pm$ 9.97,47.13 \scriptsize $\pm$ 1.23,38.76 \scriptsize $\pm$ 2.23,45.17 \scriptsize $\pm$ 1.15,95.97 \scriptsize $\pm$ 0.01,65.11 \scriptsize $\pm$ 0.29,abla_random_unseen_xlmr,xtreme_r.udpos,"[42, 66, 17, 23]","[65.25216087013372, 65.38844010832113, 65.08408312474354, 64.72801574371094]",0.007217065858417868,0.878686895328937,0.010847492847929727
85.47 \scriptsize $\pm$ 0.52,64.99 \scriptsize $\pm$ 0.61,87.60 \scriptsize $\pm$ 0.43,87.62 \scriptsize $\pm$ 0.10,84.05 \scriptsize $\pm$ 0.35,88.50 \scriptsize $\pm$ 0.25,78.49 \scriptsize $\pm$ 1.11,64.92 \scriptsize $\pm$ 1.18,73.80 \scriptsize $\pm$ 0.60,78.20 \scriptsize $\pm$ 0.35,84.11 \scriptsize $\pm$ 1.02,79.47 \scriptsize $\pm$ 1.23,68.58 \scriptsize $\pm$ 2.82,81.65 \scriptsize $\pm$ 0.25,83.74 \scriptsize $\pm$ 0.33,88.64 \scriptsize $\pm$ 0.35,49.98 \scriptsize $\pm$ 2.64,74.85 \scriptsize $\pm$ 0.62,62.75 \scriptsize $\pm$ 0.59,74.93 \scriptsize $\pm$ 0.82,70.66 \scriptsize $\pm$ 2.26,89.46 \scriptsize $\pm$ 0.26,82.63 \scriptsize $\pm$ 0.33,88.93 \scriptsize $\pm$ 0.41,77.40 \scriptsize $\pm$ 0.89,88.58 \scriptsize $\pm$ 0.19,71.05 \scriptsize $\pm$ 0.41,78.50 \scriptsize $\pm$ 1.88,46.27 \scriptsize $\pm$ 3.09,56.51 \scriptsize $\pm$ 1.30,69.88 \scriptsize $\pm$ 0.51,84.63 \scriptsize $\pm$ 0.44,63.21 \scriptsize $\pm$ 2.03,61.26 \scriptsize $\pm$ 0.20,69.12 \scriptsize $\pm$ 0.85,48.27 \scriptsize $\pm$ 1.83,51.50 \scriptsize $\pm$ 2.32,31.86 \scriptsize $\pm$ 2.59,43.27 \scriptsize $\pm$ 0.85,48.82 \scriptsize $\pm$ 0.87,46.97 \scriptsize $\pm$ 2.08,53.70 \scriptsize $\pm$ 1.01,41.23 \scriptsize $\pm$ 1.64,44.32 \scriptsize $\pm$ 1.46,48.93 \scriptsize $\pm$ 1.88,47.61 \scriptsize $\pm$ 1.52,54.19 \scriptsize $\pm$ 1.27,40.37 \scriptsize $\pm$ 0.75,36.88 \scriptsize $\pm$ 0.87,46.93 \scriptsize $\pm$ 1.37,47.34 \scriptsize $\pm$ 0.96,38.53 \scriptsize $\pm$ 1.75,45.43 \scriptsize $\pm$ 0.38,95.94 \scriptsize $\pm$ 0.03,65.79 \scriptsize $\pm$ 0.18,afri_only,xtreme_r.udpos,"[42, 66, 17, 23]","[66.00276918023636, 65.7129850336055, 65.84819881754626, 65.58411119795153]",0.00923538254460182,0.06730466579651125,-1.0
